proid,CATEGORY,CURRENT STATUS,DIV,ESTIMATE AMOUNT  (LAKHS),LOCATION,PROJECT NAME,SOURCE OF FUND,ZONE,YearProposed,YearComplete,PROJECT DEPARTMENT
577,SCHOOL BUILDINGS,TENDER CALLED,133,4.11,"(C.H.S.S. PULIYUR)  IN DN-,133,U-31, Z-10","ENGAGING PRIVATE LABOURS FOR SCHOOL OUT SOURCING WORK FOR CORPORATION SCHOOLS AND TOILETS (C.H.S.S. PULIYUR) (FOR ONE YEAR) IN DN-,133,U-31, Z-10",REVENUE FUND,10,2021-22,NA,Zonal
578,SCHOOL BUILDINGS,TENDER CALLED,134,2.74,"GOVERNMENT HIGHER SECONDARY SCHOOL AT NSK SALAI IN          DN-134,U-31,Z-10 ","OUT SOURCING PRIVATE WORKERS FOR HOUSE KEEPING FOR GOVERNMENT HIGHER SECONDARY SCHOOL AT NSK SALAI IN          DN-134,U-31,Z-10 (FOR ONE YEAR)",REVENUE FUND,10,2021-22,NA,Zonal
579,SCHOOL BUILDINGS,TENDER CALLED,134,2.74,"CHENNAI HIGH SCHOOL AT RANGARAJAPURAM MAIN ROAD IN DN-134, U-31,Z-10 ","OUT SOURCING PRIVATE WORKERS FOR HOUSE KEEPING FOR CHENNAI HIGH SCHOOL AT RANGARAJAPURAM MAIN ROAD IN DN-134, U-31,Z-10 (FOR ONE YEAR).",REVENUE FUND,10,2021-22,NA,Zonal
580,SCHOOL BUILDINGS,TENDER CALLED,134,2.74,"CHENNAI MIDDLE SCHOOL AT KAMARAJAR COLONY IN DN-134,   U-31, Z-10","OUT SOURCING PRIVATE WORKERS FOR HOUSE KEEPING FOR CHENNAI MIDDLE SCHOOL AT KAMARAJAR COLONY IN DN-134,   U-31, Z-10 (FOR ONE YEAR)",REVENUE FUND,10,2021-22,NA,Zonal
581,SCHOOL BUILDINGS,TENDER CALLED,134,2.74,"CHENNAI PRIMARY SCHOOL AT RANGARAJAPURAM MAIN ROAD IN DN-134,U-31,Z-10 ","OUT SOURCING PRIVATE WORKERS FOR HOUSE KEEPING FOR CHENNAI PRIMARY SCHOOL AT RANGARAJAPURAM MAIN ROAD IN DN-134,U-31,Z-10 (FOR ONE YEAR)",REVENUE FUND,10,2021-22,NA,Zonal
582,SCHOOL BUILDINGS,TENDER CALLED,135,2.74,"CHENNAI PRIMARY SCHOOL AT ESWARANKOIL STREET IN DIV-135, U-31, Z-10","OUT SOURCING OF PRIVATE LABOURS FOR SWEEPING AND TOILET CLEANING WORK (FOR ONE YEAR)  AT CHENNAI PRIMARY SCHOOL AT ESWARANKOIL STREET IN DIV-135, U-31, Z-10",REVENUE FUND,10,2021-22,NA,Zonal
583,SCHOOL BUILDINGS,TENDER CALLED,142,4.11,"CHENNAI MIDDLE SCHOOL AT THIDEER NAGAR  IN DIVISION-142, UNIT-30, ZONE -10","PROVIDING PRIVATE LABOURERS FOR SWEEPING AND TOILET CLEANING WORK AT CHENNAI MIDDLE SCHOOL AT THIDEER NAGAR  IN DIVISION-142, UNIT-30, ZONE -10 (1 YEAR)",REVENUE FUND,10,2021-22,NA,Zonal
586,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,153,1.3,"ARIVARASAN SALAI IN DIVISION - 153, UNIT - 34, ZONE - 11","RELAYING OF B.T ROAD AT ARIVARASAN SALAI IN DIVISION - 153, UNIT - 34, ZONE - 11",REVENUE FUND,11,2021-22,NA,Zonal
587,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,153,1.3,"ARIVARASAN SALAI IN DIVISION - 153, UNIT - 34, ZONE - 11","RELAYING OF B.T ROAD AT ARIVARASAN SALAI IN DIVISION - 153, UNIT - 34, ZONE - 11",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
588,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,153,10.61,"CHOZHAN STREET IN DIVISION - 153, UNIT - 34, ZONE - 11","RELAYING OF B.T ROAD AT CHOZHAN STREET IN DIVISION - 153, UNIT - 34, ZONE - 11",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
589,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,153,2.29,"KURINJI NAGAR,ROJA STREET  IN DIVISION - 153, UNIT - 34, ZONE - 11","RELAYING OF B.T ROAD AT KURINJI NAGAR,ROJA STREET  IN DIVISION - 153, UNIT - 34, ZONE - 11",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
590,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,153,6.23,"THIRUVEETHI AMMAN KOVIL 3RD STREET IN DIVISION - 153, UNIT - 34, ZONE - 11","RELAYING OF B.T ROAD AT THIRUVEETHI AMMAN KOVIL 3RD STREET IN DIVISION - 153, UNIT - 34, ZONE - 11",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
591,BLACK TOP ROAD,WORK ORDER ISSUED,151,1.28,OFFICERS COLONY 1ST CROSS STREET ,"					
NAME OF WORK: RELAYING THE BT ROAD AT OFFICERS COLONY 1ST CROSS STREET IN DIV-151,UNIT-34,ZONE-11						
",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
592,BLACK TOP ROAD,WORK ORDER ISSUED,151,2.1,THIRUMURUGAN NAGAR MAIN ROAD,"NAME OF WORK: RELAYING THE BT ROAD AT THIRUMURUGAN NAGAR MAIN ROAD IN DIV-151,UNIT-34,ZONE-11						
",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
593,BLACK TOP ROAD,WORK ORDER ISSUED,151,1.58,NEW COLONY KALAYANA GANAPATHY STREET,"NAME OF WORK: RELAYING THE BT ROAD AT NEW COLONY KALAYANA GANAPATHY STREET  IN DIV-151,UNIT-34,ZONE-11						
",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
594,BLACK TOP ROAD,WORK ORDER ISSUED,151,4.64,LAKSHMI NAGAR EXTN. 5TH MAIN ROAD,"NAME OF WORK: RELAYING THE BT ROAD AT LAKSHMI NAGAR EXTN. 5TH MAIN ROAD IN DIV-151,UNIT-34,ZONE-11						
",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
596,BLACK TOP ROAD,WORK ORDER ISSUED,151,3.4,HOSPITAL  ROAD ,"NAME OF WORK: RELAYING THE BT ROAD AT HOSPITAL  ROAD IN DIV-151,UNIT-34,ZONE-11						
",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
598,OTHER BUILDING,AWARDED,141,3.34,"CIT NAGAR 4TH MAIN ROAD IN DIV-141, UNIT-30,     ZONE-10.","IMPROVEMENTS WORKS TO  ANGANWADI  AT CIT NAGAR 4TH MAIN ROAD IN DIV-141, UNIT-30,     ZONE-10.
",REVENUE FUND,10,2021-22,NA,Zonal
599,BLACK TOP ROAD,WORK ORDER ISSUED,151,2.92,LAKSHMI NAGAR EXTN. 6TH MAIN ROAD,"NAME OF WORK: RELAYING THE BT ROAD AT LAKSHMI NAGAR EXTN. 6TH MAIN ROAD IN DIV-151,UNIT-34,ZONE-11						
",CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),11,2021-22,NA,Zonal
600,ELECTRICAL CREMETORIAM - ERECTION OF EQUIPMENTS,AWARDED,141,2.43,"KANNAMMAPET BURIAL GROUND AT NEW BOAG ROAD IN DN-141, U-30, Z-10","PROPOSED CONSTRUCTION OF SUMP FOR KANNAMMAPET BURIAL GROUND AT NEW BOAG ROAD IN DN-141, U-30, Z-10
",REVENUE FUND,10,2021-22,NA,Zonal
601,ELECTRICAL CREMETORIAM - ERECTION OF EQUIPMENTS,AWARDED,141,9.99,"KANNAMMAPET BURIAL GROUND AT NEW BOAG ROAD IN DN-141, U-30, Z-10","REPAIR AND IMPROVEMENT WORKS TO THE PATHWAY AND WAITING HALL FOR KANNAMMAPET BURIAL GROUND AT NEW BOAG ROAD IN DN-141, U-30, Z-10
",REVENUE FUND,10,2021-22,NA,Zonal
603,OTHER BUILDING,AWARDED,142,4.15,"GYM BUILDING,KOTHAVALCHAWADI STREET IN DIVISION-142,UNIT-30,ZONE-10","PROVIDIING BORE WELL WITH MOTOR AT GYM BUILDING,KOTHAVALCHAWADI STREET IN DIVISION-142,UNIT-30,ZONE-10
",REVENUE FUND,10,2021-22,NA,Zonal
605,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,12,14.41,ELUTHUKARAN STREET,BRR.C.NO.B3/4634/2020-1 PACKAGE ������ 1   IMPROVEMENT TO THE 27 NOS OF INTERIOR BT ROADS IN ZONE I,GOVT. GRANT,1,2021-22,NA,Zonal
606,OTHER BUILDING,AWARDED,136,7.07," SOMASUNDARAM PLAY GROUND IN DN-136,         UNIT-30, ZONE-10","SUPPLYING AND FIXING MODERNIZED GYM APPARATUS AND PROVIDING RUBBER FLOORING MAT FOR GYM BUILDING AT SOMASUNDARAM PLAY GROUND IN DN-136,         UNIT-30, ZONE-10
",REVENUE FUND,10,2021-22,NA,Zonal
607,OTHER BUILDING,AWARDED,141,7.13,"MUTHURANGAN SALAI IN DIVISION-141,          UNIT-30,ZONE-10","IMPROVEMENTS WORKS TO DOG SHELTER AT MUTHURANGAN SALAI IN DIVISION-141,          UNIT-30,ZONE-10.
",REVENUE FUND,10,2021-22,NA,Zonal
608,ELECTRICAL CREMETORIAM - ERECTION OF EQUIPMENTS,AWARDED,141,16.33,"NEW BOAG ROAD KANNAMAPET BURIAL GROUND IN  DIV -141, UNIT-30,ZONE-10.","PROPOSED FOR PLANATATION WORK AT NEW CREMATORIUM GASIFIRE ADJACENT SIDE AND SURROUNDING AREA AT NEW BOAG ROAD KANNAMAPET BURIAL GROUND IN  DIV -141, UNIT-30,ZONE-10.
",REVENUE FUND,10,2021-22,NA,Zonal
609,STORM WATER DRAIN,TENDER CALLED,131,4.1,"MGR CANAL AT DR.RAMASAMY SALAI IN DIVISION-131, UNIT-28,ZONE-10.","EARTHWORK EXCAVATION & PROVIDING GRILL GATE FENCING WORK FOR MGR CANAL AT DR.RAMASAMY SALAI IN DIVISION-131, UNIT-28,ZONE-10.
",REVENUE FUND,10,2021-22,NA,Zonal
610,OTHER BUILDING,TENDER CALLED,138,4.89,"ASHOK PILLER ROAD, BHARATHIDASAN COLONY, GOVINDASAMY STREET & AMBEDKAR COLONY  IN DIVISION- 138, UNIT-28, ZONE-10.","IMPROVEMENT WORKS TO THE PUBLIC CONVENIENCE AT ASHOK PILLER ROAD, BHARATHIDASAN COLONY, GOVINDASAMY STREET & AMBEDKAR COLONY  IN DIVISION- 138, UNIT-28, ZONE-10.
",REVENUE FUND,10,2021-22,NA,Zonal
611,COMPOUND WALL,WORK IN EXECUTION,150,4.43,MOORTHY NAGAR ,"ESTIMATE FOR CONSTRUCTION OF COMPOUND WALL AT MOORTHY NAGAR OSR LAND IN DIV - 150, UNIT - 34, ZONE - 11",CAPITAL WORKS,11,2021-22,NA,Zonal
613,BLACK TOP ROAD,WORK IN EXECUTION,150,13.21,"KARAMBAKKAM AREA 
","SUPPLYING AND FIXING OF STREET NAME BOARD AT VARIOUS STREETS (50 NOS) IN DIV - 150, U - 34, ZONE - 11",CAPITAL WORKS,11,2021-22,NA,Zonal
614,PLAY FIELD - IMPROVEMENTS,WORK ORDER ISSUED,136,24.99,"SOMASUNDARAM PLAY GROUND COMPOUND WALL  IN DIVISION -136, UNIT-30, ZONE-10.","IMPROVEMENT AND REPAIR WORKS TO EXISTING FOOTPATH AROUND  SOMASUNDARAM PLAY GROUND COMPOUND WALL  IN DIVISION -136, UNIT-30, ZONE-10.
",CAPITAL WORKS,10,2021-22,NA,Zonal
615,SCHOOL BUILDINGS,WORK ORDER ISSUED,133,2,"CPS CAMPUS, ARCOT TOAD IN DIV-133,UNIT-31,ZONE-10 ","CONSTRUCTION LF BABY FRIENDLY TOILET IN ANGANWADI AT CPS CAMPUS, ARCOT TOAD IN DIV-133,UNIT-31,ZONE-10 
",CAPITAL WORKS,10,2021-22,NA,Zonal
616,SCHOOL BUILDINGS,WORK ORDER ISSUED,133,2,"CPS CAMPUS, ARCOT ROAD IN DIV-133,UNIT-31,ZONE-10 ","CONSTRUCTION LF BABY FRIENDLY TOILET IN ANGANWADI AT CPS CAMPUS, ARCOT ROAD IN DIV-133,UNIT-31,ZONE-10 
",CAPITAL WORKS,10,2021-22,NA,Zonal
617,SCHOOL BUILDINGS,WORK ORDER ISSUED,139,11.31,"CHENNAI HIGH SCHOOL, JAFFERKANPET MAIN ROAD IN DIVISION 139,  UNIT-28, ZONE-10","REPAIR WORK TO AUDITORIUM AND LAB AT CHENNAI HIGH SCHOOL, JAFFERKANPET MAIN ROAD IN DIVISION 139,             UNIT-28, ZONE-10
",REVENUE FUND,10,2021-22,NA,Zonal
619,SCHOOL BUILDINGS,WORK ORDER ISSUED,139,19.12,"CHENNAI HIGH SCHOOL B-BLOCK AT JAFFERKANPET MAIN ROAD IN DIVISION-139, UNIT-28,        ZONE-10","REPAIR WORK TO CHENNAI HIGH SCHOOL B-BLOCK AT JAFFERKANPET MAIN ROAD IN DIVISION-139, UNIT-28,        ZONE-10
",REVENUE FUND,10,2021-22,NA,Zonal
623,OTHER BUILDING,WORK ORDER ISSUED,139,15.65,"VADIVEL STREET   IN DIV-139, UNIT-28,   ZONE-10.","ADDITIONAL IMPROVEMENTS WORKS TO THE COMMUNITY HALL AT VADIVEL STREET   IN DIV-139, UNIT-28,   ZONE-10.
",REVENUE FUND,10,2021-22,NA,Zonal
624,OTHER BUILDING,WORK ORDER ISSUED,139,24.64,"VADIVEL STREET IN DIVISION-139, UNIT-28,      ZONE-10.","IMPROVEMENT WORK FOR KITCHEN SHED IN COMMUNITY HALL  AT VADIVEL STREET IN DIVISION-139, UNIT-28,      ZONE-10.
",REVENUE FUND,10,2021-22,NA,Zonal
630,INTERIOR ROAD - BLACK TOP ROAD,UC GIVEN,8,13.77,COLONY HIGH ROAD,BRR.C.NO.B1/3668/2019-1 PACKAGE ������ 1    IMPROVEMENT TO THE 44 NOS OF INTERIOR BT ROADS IN ZONE I AND II (2019-20),CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),1,2021-22,NA,Zonal
631,OTHER BUILDING,WORK ORDER ISSUED,131,10," BOBBILIRAJA SALAI IN DIV-131,  UNIT-28,ZONE-10  ","PROVIDING GYM EQUIPMENTS TO THE EXISTING GYM BUILDING AT BOBBILIRAJA SALAI IN DIV-131,  UNIT-28,ZONE-10   (MLA FUND)
",MLACDS,10,2021-22,NA,Zonal
632,PARK FORMATION,WORK IN EXECUTION,149,7.69,THIRU VI KA PARK AT GANDHI ROAD,THIRU VI KA PARK AT GANDHI ROAD,REVENUE FUND,11,2021-22,NA,Zonal
633,OTHER BUILDING,WORK ORDER ISSUED,131,10,"1ST SECTOR 6TH STREET  IN DIV-131, UNIT-28,                 
ZONE-10","PROVIDING GYM EQUIPMENTS TO THE EXISTING GYM BUILDING AT 1ST SECTOR 6TH STREET  IN DIV-131, UNIT-28,                 
ZONE-10(MLA FUND)
",MLACDS,10,2021-22,NA,Zonal
634,PARK FORMATION,WORK IN EXECUTION,149,2.76,BRINDAVAN NAGAR PARK,BRINDAVAN NAGAR PARK,REVENUE FUND,11,2021-22,NA,Zonal
635,OFFICE BUILDINGS,WORK ORDER ISSUED,139,13.42,"RR COLONY 2ND LINK STREET IN DN-139,        
UNIT-28, ZONE-10","REPAIR AND IMPROVEMENT WORKS TO THE DIVISION OFFICE BUILDING AT RR COLONY 2ND LINK STREET IN DN-139,        
UNIT-28, ZONE-10
",REVENUE FUND,10,2021-22,NA,Zonal
636,SCHOOL BUILDINGS,WORK ORDER ISSUED,142,9.51,"CGHSS , WEST JONES ROAD SAIDAPET IN DIVISION-142,  UNIT-30,ZONE-10","LAYING OF PAVING BLOCKS AND OTHER IMPROVEMENT WORKS AT CGHSS , WEST JONES ROAD SAIDAPET IN DIVISION-142,  UNIT-30,ZONE-10
",REVENUE FUND,10,2021-22,NA,Zonal
637,PARK FORMATION,WORK IN EXECUTION,149,5.01,OSR LAND NEAR ALSA TOWER,PARK IN ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
638,STORM WATER DRAIN,WORK ORDER ISSUED,128,24.9,"CRR PURAM PHASE-1,1ST STREET IN DIV-128,UNIT-29,  ZONE-10","CONSTRUCTION OF STORM WATER DRAIN 600X750MM SIZE AT CRR PURAM PHASE-1,1ST STREET IN DIV-128,UNIT-29,  ZONE-10 (UNDER MLA FUND)
",MLACDS,10,2021-22,NA,Zonal
639,PARK FORMATION,WORK IN EXECUTION,149,7.5,BRINDHAVAN NAGAR VARADHA PARK,PARK IN ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
640,OTHER BUILDING,AWARDED,135,122.7,"BAKTHAVACHALAM STREET BUILDING IN DIV-135,UNIT-31,ZONE-10","SUPPLYING AND ERECTION OF MODERN GYM EQUIPMENTS & LUXURY MULTI SPECIALTY  FUN EQUIPMENTS FOR KIDS AT BAKTHAVACHALAM STREET BUILDING IN DIV-135,UNIT-31,ZONE-10
",CAPITAL WORKS,10,2021-22,NA,Zonal
641,OTHER BUILDING,AWARDED,134,122.7,"KAMARAJAR COLONY  BUILDING IN DIV-134,UNIT-31,ZONE-10","SUPPLYING AND ERECTION OF MODERN GYM EQUIPMENTS & LUXURY MULTI SPECIALTY  FUN EQUIPMENTS FOR KIDS AT KAMARAJAR COLONY  BUILDING IN DIV-134,UNIT-31,ZONE-10
",CAPITAL WORKS,10,2021-22,NA,Zonal
646,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,10,10.56,NELLIKARAN STREET,B.R.R.D.C.NO.B3/4634/2020-1 PACKAGE 1 IMPROVEMENT TO THE 27 NOS OF INTERIOR BT ROADS IN ZONE I,GOVT. GRANT,1,2021-22,NA,Zonal
648,INTERIOR ROAD - BLACK TOP ROAD,AWARDED,12,3.2,SRINIVASAPURAM EAST TO WEST,BRR.C.NO.B3/4634/2020-1  PACKAGE ������ 1   IMPROVEMENT TO THE 27 NOS OF INTERIOR BT ROADS IN ZONE I,GOVT. GRANT,1,2021-22,NA,Zonal
650,INTERIOR ROAD - BLACK TOP ROAD,UC GIVEN,12,4.69,NORTH PRAGARAM STREET,BRR.C.NO.B1/3668/2019-1 PACKAGE 1 IMPROVEMENT TO THE 44 NOS OF INTERIOR BT ROADS IN ZONE I AND II,CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),1,2021-22,NA,Zonal
651,INTERIOR ROAD - BLACK TOP ROAD,UC GIVEN,12,12.03,BKN COLONY 1ST STREET POLICE QUARTERS BACK SIDE,BRR.C.NO.B1/3669/2019-1 PACKAGE 1 IMPROVEMENT TO THE 25 NOS OF INTERIOR  CC ROADS IN ZONE I,CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),1,2021-22,NA,Zonal
652,INTERIOR ROAD - BLACK TOP ROAD,UC GIVEN,12,12.03,BKN COLONY 1ST STREET POLICE QUARTERS BACK SIDE,BRR.C.NO.B1/3669/2019-1 PACKAGE 1 IMPROVEMENT TO THE 25 NOS OF INTERIOR  CC ROADS IN ZONE I,CHENNAI MEGA CITY DEVELOPMENT MISSION (CMCDM),1,2021-22,NA,Zonal
654,PARK FORMATION,WORK IN EXECUTION,150,10.51,PONNIAMMAN KOIL STREET PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
655,PARK FORMATION,WORK IN EXECUTION,150,7.7,SRI PARASANATH NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
656,PARK FORMATION,WORK IN EXECUTION,150,8,MARUTHI NAGAR PHASE I&II,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
657,PARK FORMATION,WORK IN EXECUTION,150,5.12,MARUTHI NAGAR PHASE  III,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
658,PARK FORMATION,WORK IN EXECUTION,151,2.71,SABARI NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
659,PARK FORMATION,WORK IN EXECUTION,151,2.8,LAKSHMI NAGAR 40 FEET ROAD PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
660,PARK FORMATION,WORK IN EXECUTION,152,2.99,ZONAL OFFICE PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
661,PARK FORMATION,WORK IN EXECUTION,153,2.57,KANNIAPPAN SALAI,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
662,PARK FORMATION,WORK IN EXECUTION,153,2.63,RAMAKRISHNA NAGAR,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
663,PARK FORMATION,WORK IN EXECUTION,153,7.62,RAMASWAMI NAGAR & UDAYA NAGAR,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
664,PARK FORMATION,WORK IN EXECUTION,154,2.6,KURINJI NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
665,PARK FORMATION,WORK IN EXECUTION,155,2.75,ESWARAN NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
666,PARK FORMATION,WORK IN EXECUTION,155,2.75,ESWARAN NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
667,PARK FORMATION,WORK IN EXECUTION,155,2.75,ESWARAN NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
668,ELECTRICAL CREMETORIAM - ERECTION OF EQUIPMENTS,WORK IN EXECUTION,151,22.47,ARCOT ROAD,"				
						
NAME OF WORK:OPERATION AND MAINTENANCE CHARGES OF ELECTRIC BURIAL GROUND FOR 12 MONTHS AT ARCOT ROAD IN DIV-151,UNIT-34,ZONE-11.					
					
",REVENUE FUND,11,2021-22,NA,Zonal
669,PARK FORMATION,WORK IN EXECUTION,155,2.6,GIRI NAGAR PARK,PARK ANNUAL MAINTENANCE ,REVENUE FUND,11,2021-22,NA,Zonal
670,PARK FORMATION,WORK IN EXECUTION,155,2.55,JAI BALAJI NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
671,PARK FORMATION,WORK IN EXECUTION,155,2.76,AZHAGAPURI NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
672,PARK FORMATION,WORK IN EXECUTION,155,2.61,KP NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
673,PARK FORMATION,WORK IN EXECUTION,155,5.5,ROYALA NAGAR PARK,PARK ANNUAL MAINTENANCE,REVENUE FUND,11,2021-22,NA,Zonal
674,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,132,12.74,ASHOK NAGAR 8TH AVENUE,IMPROVEMENT OF BT ROAD WORK AT ASHOK NAGAR 8TH AVENUE,TURIP FUND ,10,2021-22,NA,Zonal
675,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,132,14.33,ASHOK NAGAR 6TH AVENUE,IMPROVEMENT OF BT ROAD WORK AT ASHOK NAGAR 6TH AVENUE,TURIP FUND ,10,2021-22,NA,Zonal
676,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,128,8.37,THIRUVALLUVAR 2ND STREET,IMPROVEMENT OF BT ROAD WORK AT THIRUVALLUVAR 2ND STREET,TURIP FUND ,10,2021-22,NA,Zonal
677,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,128,6.89,GANAPATHY RAJ MAIN ROAD,IMPROVEMENT OF BT ROAD WORK AT GANAPATHY RAJ MAIN ROAD,TURIP FUND ,10,2021-22,NA,Zonal
678,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,140,6.89,DHANAPAL STREET,IMPROVEMENT OF BT ROAD WORK AT DHANAPAL STREET,TURIP FUND ,10,2021-22,NA,Zonal
679,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,139,15.31,MURAHARI SALAI,IMPROVEMENT OF BT ROAD WORK AT MURAHARI SALAI,TURIP FUND ,10,2021-22,NA,Zonal
680,OTHER BUILDING,WORK IN EXECUTION,155,4753,"RAMAPURAM, BHARATHI SALAI","CONSTRUCTION OF TOILET BLOCK, WORKERS ROOM, STORE ROOM, OFFICE ROOM, MULTIPURPOSE ROOM, SECURITY ROOM AND PROVIDING GALVANIZED IRON SHEET BARRICATING FENCE FOR PROPOSE C&D COLLECTION POINT AT BHARATHI SALAI AT DN- 155",CAPITAL GRANT FUND (CGF),11,2021-22,NA,Zonal
681,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,139,3.95,KAMARAJ STREET,IMPROVEMENT OF BT ROAD WORK PHASE-2  AT KAMARAJ STREET,TURIP FUND ,10,2021-22,NA,Zonal
686,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,139,7.89,VENKATACHALAM STREET,IMPROVEMENT OF BT ROAD WORK PHASE-2 AT VENKATACHALAM STREET,TURIP FUND ,10,2021-22,NA,Zonal
690,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,137,9.79,IMPROVEMENT OF BT ROAD WORK PHASR-2 AT IX SECTOR 53RD STREET,IMPROVEMENT OF BT ROAD WORK PHASR-2 AT IX SECTOR 53RD STREET,TURIP FUND ,10,2021-22,NA,Zonal
691,STORM WATER DRAIN,WORK IN EXECUTION,155,6.37,RAMAPURAM  VOC STREET THIRUMALAI NAGAR,"PROVIDING PIPELINE TO SWD AT VOC STREET IN DIV - 155, UNIT - 34, ZONE - 11",CAPITAL WORKS,11,2021-22,NA,Zonal
692,PARK FORMATION,WORK IN EXECUTION,155,93.75,RAMAPURAM BHARATHI SALAI,"FORMATION OF PARK, PROVIDING CHILDREN PLAYFIELD, OPEN LAWN, BADMINTON COURT AND VOLLEY BALL COURT IN RAMAPURAM LAKE AT BHARATHI SALAI IN DN - 155 , UNIT - 34, ZONE - 11",CAPITAL WORKS,11,2021-22,NA,Zonal
699,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,127,7.55,T.S.D. SCHOOL STREET,"IMPROVEMENT TO THE INTERIOR  B.T.ROAD (SRP 2020-21) AT T.S.D. SCHOOL STREET
",GOVT. GRANT,10,2021-22,NA,Zonal
700,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,127,11.21,SEEMATHAMMAN NAGAR,"IMPROVEMENT TO THE INTERIOR  B.T.ROAD (SRP 2020-21) AT SEEMATHAMMAN NAGAR
",GOVT. GRANT,10,2021-22,NA,Zonal
701,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,128,6.99,OLD BANGARU 1ST STREET,"IMPROVEMENT TO THE INTERIOR  B.T. ROAD (SRP 2020-21) AT OLD BANGARU 1ST STREET
",GOVT. GRANT,10,2021-22,NA,Zonal
702,INTERIOR ROAD - BLACK TOP ROAD,WORK ORDER ISSUED,128,5.98,OLD BANGARU 2ND STREET,"IMPROVEMENT TO THE INTERIOR  B.T.ROAD (SRP 2020-21) AT OLD BANGARU 2ND STREET
",GOVT. GRANT,10,2021-22,NA,Zonal
