வார்டூ எண்‌: ,Name ,பாலினம்‌,கட்சியின் பெயர்,Party Name ,பெற்ற வாக்குகள்,சதவிதம் (%),முடிவு,வருடம்,,
48,BANUPIRIYA (A) BANUBASKAR B ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,538 ,4.02,வைப்புத்தொகை இழப்பு,2011,,
48,JAMEEMA B ,பெண்,Others ,Others ,784 ,5.86,வைப்புத்தொகை இழப்பு,2011,,
48,REKHA D ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,976 ,7.30,வைப்புத்தொகை இழப்பு,2011,,
48,NAGAMMAI KARUPPIAH ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3130 ,23.40,தோல்வி,2011,,
48,POONGODI R ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,7204 ,53.85,வெற்றி,2011,,
49,ஜசக் மதன் ஜெ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,13 ,0.09,வைப்புத்தொகை இழப்பு,2011,,
49,கோவிந்தசாமி க ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,15 ,0.10,வைப்புத்தொகை இழப்பு,2011,,
49,வினோத் வின்சென்ட் ச ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,31 ,0.21,வைப்புத்தொகை இழப்பு,2011,,
49,பிரபாகரன் ப ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,35 ,0.24,வைப்புத்தொகை இழப்பு,2011,,
49,கருணாகரன் பி ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,77 ,0.53,வைப்புத்தொகை இழப்பு,2011,,
49,முகம்மது தமின் எச் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,124 ,0.85,வைப்புத்தொகை இழப்பு,2011,,
49,ராமசந்திரன் வி ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,251 ,1.72,வைப்புத்தொகை இழப்பு,2011,,
49,சத்தியநாராயணன் ர ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,307 ,2.10,வைப்புத்தொகை இழப்பு,2011,,
49,தனசேகர் இ ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,487 ,3.33,வைப்புத்தொகை இழப்பு,2011,,
49,சம்பத் மு ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,668 ,4.57,வைப்புத்தொகை இழப்பு,2011,,
49,வன்னியராஜன் ச ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,784 ,5.37,வைப்புத்தொகை இழப்பு,2011,,
49,தியாகராஜன் க ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1001 ,6.85,வைப்புத்தொகை இழப்பு,2011,,
49,கட்பிஸ்பழனி அ ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3508 ,24.02,தோல்வி,2011,,
49,பழனி இரா ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,7304 ,50.01,வெற்றி,2011,,
50,மாலதி ப ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,17 ,0.12,வைப்புத்தொகை இழப்பு,2011,,
50,ரீத்தம்மாள் சு ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,33 ,0.24,வைப்புத்தொகை இழப்பு,2011,,
50,ஸ்டெல்லா பெ ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,58 ,0.42,வைப்புத்தொகை இழப்பு,2011,,
50,அமுதா கு ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,120 ,0.87,வைப்புத்தொகை இழப்பு,2011,,
50,எம்.சாந்தி மூ ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,155 ,1.12,வைப்புத்தொகை இழப்பு,2011,,
50,கோமதி வி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,249 ,1.81,வைப்புத்தொகை இழப்பு,2011,,
50,சிறியபுஷ்பம் ஜெ ,பெண்,இந்தியப் பொதுவுடமைக் கட்சி (மார்க்சிஸ்ட்) ,CPI(M) ,430 ,3.12,வைப்புத்தொகை இழப்பு,2011,,
50,விஜயாமாலா பெ ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,530 ,3.84,வைப்புத்தொகை இழப்பு,2011,,
50,ஜான்மேரி தா ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4072 ,29.53,தோல்வி,2011,,
50,சந்திரமதி சே ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,8126 ,58.93,வெற்றி,2011,,
51,மல்லிகா. எம் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,44 ,0.43,வைப்புத்தொகை இழப்பு,2011,,
51,விஜயலட்சுமி ஆர் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,59 ,0.57,வைப்புத்தொகை இழப்பு,2011,,
51,தரணி ச ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,113 ,1.10,வைப்புத்தொகை இழப்பு,2011,,
51,ராஜகுமாரி ப்பி ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,700 ,6.79,வைப்புத்தொகை இழப்பு,2011,,
51,சோலையம்மாள் ஆர் ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1117 ,10.83,வைப்புத்தொகை இழப்பு,2011,,
51,குருவம்மாள் ஆர் ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2319 ,22.49,தோல்வி,2011,,
51,விஜயகுமாரி பி ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,5958 ,57.79,வெற்றி,2011,,
52,சுமதி ஜெ ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,15 ,0.12,வைப்புத்தொகை இழப்பு,2011,,
52,காந்திமதி கே ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,17 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
52,சித்ரா எஸ் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,18 ,0.14,வைப்புத்தொகை இழப்பு,2011,,
52,கமலா எஸ் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,52 ,0.41,வைப்புத்தொகை இழப்பு,2011,,
52,ஞானசௌந்தர் ஜி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,432 ,3.41,வைப்புத்தொகை இழப்பு,2011,,
52,நபிசாபானு எம் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,441 ,3.48,வைப்புத்தொகை இழப்பு,2011,,
52,சுந்தரி எ குணசுந்ததி ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,487 ,3.84,வைப்புத்தொகை இழப்பு,2011,,
52,சாந்தி இரா ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,514 ,4.05,வைப்புத்தொகை இழப்பு,2011,,
52,ஜெயக்குமாரி ப்பி.வி ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,752 ,5.93,வைப்புத்தொகை இழப்பு,2011,,
52,கெஜலட்சுமி கு ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,769 ,6.06,வைப்புத்தொகை இழப்பு,2011,,
52,ரேணுகா கோ ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4027 ,31.75,தோல்வி,2011,,
52,நாகம்மா எஸ் ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,5158 ,40.67,வெற்றி,2011,,
53,எழில் அரசன் எஸ்.எம் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,59 ,0.33,வைப்புத்தொகை இழப்பு,2011,,
53,சண்முகம் எ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,69 ,0.39,வைப்புத்தொகை இழப்பு,2011,,
53,ரவிச்சந்திரன் எ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,77 ,0.43,வைப்புத்தொகை இழப்பு,2011,,
53,பெருமாள் எம் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,82 ,0.46,வைப்புத்தொகை இழப்பு,2011,,
53,அருள்வேல் ப்பி ,ஆண்,பகுஜன் சமாஜ் கட்சி ,BSP ,229 ,1.28,வைப்புத்தொகை இழப்பு,2011,,
53,விஜயன் உ ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,431 ,2.41,வைப்புத்தொகை இழப்பு,2011,,
53,சிவகுமார் ஜெ ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,618 ,3.46,வைப்புத்தொகை இழப்பு,2011,,
53,மகிமைதாஸ் எஸ் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,1350 ,7.56,வைப்புத்தொகை இழப்பு,2011,,
53,புஷ்பராஜ் ஜெ.எல் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,1361 ,7.62,வைப்புத்தொகை இழப்பு,2011,,
53,கிருஷ்ணமூர்த்தி ப்பி ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1525 ,8.54,வைப்புத்தொகை இழப்பு,2011,,
53,லதா சி ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,1603 ,8.98,வைப்புத்தொகை இழப்பு,2011,,
53,முனுசாமி எஸ் ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3759 ,21.05,தோல்வி,2011,,
